0.0,0.0,0.0
0.0,0.0,0.2
0.0,0.0,0.2
117.786,117.786,0.2
117.786,117.786,0.2
117.786,117.786,0.2
102.214,117.786,0.2
102.214,102.214,0.2
117.786,102.214,0.2
117.786,117.666,0.2
118.583,118.583,0.2
118.583,118.583,0.2
101.417,118.583,0.2
101.417,101.417,0.2
118.583,101.417,0.2
118.583,118.463,0.2
119.38,119.38,0.2
119.38,119.38,0.2
100.62,119.38,0.2
100.62,100.62,0.2
119.38,100.62,0.2
119.38,119.26,0.2
118.607,119.173,0.2
118.607,119.173,0.2
115.814,102.533,0.2
115.814,102.533,0.2
115.814,102.533,0.2
117.108,103.827,0.2
117.108,104.982,0.2
115.018,102.892,0.2
113.863,102.892,0.2
117.108,106.137,0.2
117.108,107.292,0.2
112.708,102.892,0.2
111.553,102.892,0.2
117.108,108.447,0.2
117.108,109.602,0.2
110.398,102.892,0.2
109.244,102.892,0.2
117.108,110.756,0.2
117.108,111.911,0.2
108.089,102.892,0.2
106.934,102.892,0.2
117.108,113.066,0.2
117.108,114.221,0.2
105.779,102.892,0.2
104.624,102.892,0.2
117.108,115.376,0.2
117.108,116.531,0.2
103.469,102.892,0.2
102.892,102.892,0.2
102.892,103.469,0.2
116.531,117.108,0.2
115.376,117.108,0.2
102.892,104.624,0.2
102.892,105.779,0.2
114.221,117.108,0.2
113.066,117.108,0.2
102.892,106.934,0.2
102.892,108.089,0.2
111.911,117.108,0.2
110.756,117.108,0.2
102.892,109.244,0.2
102.892,110.399,0.2
109.601,117.108,0.2
108.447,117.108,0.2
102.892,111.553,0.2
102.892,112.708,0.2
107.292,117.108,0.2
106.137,117.108,0.2
102.892,113.863,0.2
102.892,115.018,0.2
104.982,117.108,0.2
103.827,117.108,0.2
102.533,115.814,0.2
102.533,115.814,0.36
117.819,117.819,0.36
117.819,117.819,0.36
102.181,117.819,0.36
102.181,102.181,0.36
117.819,102.181,0.36
117.819,117.699,0.36
118.684,118.684,0.36
118.684,118.684,0.36
101.316,118.684,0.36
101.316,101.316,0.36
118.684,101.316,0.36
118.684,118.564,0.36
119.55,119.55,0.36
119.55,119.55,0.36
100.45,119.55,0.36
100.45,100.45,0.36
119.55,100.45,0.36
119.55,119.43,0.36
118.777,119.343,0.36
115.68,117.472,0.36
115.68,117.472,0.36
117.083,116.07,0.36
117.083,114.817,0.36
114.817,117.083,0.36
113.564,117.083,0.36
117.083,113.564,0.36
117.083,112.312,0.36
112.312,117.083,0.36
111.059,117.083,0.36
117.083,111.059,0.36
117.083,109.806,0.36
109.806,117.083,0.36
108.554,117.083,0.36
117.083,108.554,0.36
117.083,107.301,0.36
107.301,117.083,0.36
106.049,117.083,0.36
117.083,106.049,0.36
117.083,104.796,0.36
104.796,117.083,0.36
103.543,117.083,0.36
117.083,103.543,0.36
117.083,102.917,0.36
116.457,102.917,0.36
102.917,116.456,0.36
102.917,115.204,0.36
115.204,102.917,0.36
113.951,102.917,0.36
102.917,113.951,0.36
102.917,112.699,0.36
112.699,102.917,0.36
111.446,102.917,0.36
102.917,111.446,0.36
102.917,110.193,0.36
110.193,102.917,0.36
108.941,102.917,0.36
102.917,108.941,0.36
102.917,107.688,0.36
107.688,102.917,0.36
106.436,102.917,0.36
102.917,106.436,0.36
102.917,105.183,0.36
105.183,102.917,0.36
103.93,102.917,0.36
102.528,104.32,0.36
102.528,104.32,0.52
117.819,117.819,0.52
117.819,117.819,0.52
102.181,117.819,0.52
102.181,102.181,0.52
117.819,102.181,0.52
117.819,117.699,0.52
118.684,118.684,0.52
118.684,118.684,0.52
101.316,118.684,0.52
101.316,101.316,0.52
118.684,101.316,0.52
118.684,118.564,0.52
119.55,119.55,0.52
119.55,119.55,0.52
100.45,119.55,0.52
100.45,100.45,0.52
119.55,100.45,0.52
119.55,119.43,0.52
118.777,119.343,0.52
115.68,102.528,0.52
115.68,102.528,0.52
117.083,103.93,0.52
117.083,105.183,0.52
114.817,102.917,0.52
113.564,102.917,0.52
117.083,106.436,0.52
117.083,107.688,0.52
112.312,102.917,0.52
111.059,102.917,0.52
117.083,108.941,0.52
117.083,110.194,0.52
109.806,102.917,0.52
108.554,102.917,0.52
117.083,111.446,0.52
117.083,112.699,0.52
107.301,102.917,0.52
106.049,102.917,0.52
117.083,113.951,0.52
117.083,115.204,0.52
104.796,102.917,0.52
103.543,102.917,0.52
117.083,116.457,0.52
117.083,117.083,0.52
116.456,117.083,0.52
102.917,103.544,0.52
102.917,104.796,0.52
115.204,117.083,0.52
113.951,117.083,0.52
102.917,106.049,0.52
102.917,107.301,0.52
112.699,117.083,0.52
111.446,117.083,0.52
102.917,108.554,0.52
102.917,109.807,0.52
110.193,117.083,0.52
108.941,117.083,0.52
102.917,111.059,0.52
102.917,112.312,0.52
107.688,117.083,0.52
106.436,117.083,0.52
102.917,113.564,0.52
102.917,114.817,0.52
105.183,117.083,0.52
103.93,117.083,0.52
102.528,115.68,0.52
102.528,115.68,0.68
117.819,117.819,0.68
117.819,117.819,0.68
102.181,117.819,0.68
102.181,102.181,0.68
117.819,102.181,0.68
117.819,117.699,0.68
118.684,118.684,0.68
118.684,118.684,0.68
101.316,118.684,0.68
101.316,101.316,0.68
118.684,101.316,0.68
118.684,118.564,0.68
119.55,119.55,0.68
119.55,119.55,0.68
100.45,119.55,0.68
100.45,100.45,0.68
119.55,100.45,0.68
119.55,119.43,0.68
118.777,119.343,0.68
115.68,117.472,0.68
115.68,117.472,0.68
117.083,116.07,0.68
117.083,114.817,0.68
114.817,117.083,0.68
113.564,117.083,0.68
117.083,113.564,0.68
117.083,112.312,0.68
112.312,117.083,0.68
111.059,117.083,0.68
117.083,111.059,0.68
117.083,109.806,0.68
109.806,117.083,0.68
108.554,117.083,0.68
117.083,108.554,0.68
117.083,107.301,0.68
